Series ID,Year,Period,Label,Value
LNU04000000,2001,M02,2001 February,4.6
LNU04000000,2001,M03,2001 March,4.5
LNU04000000,2001,M04,2001 April,4.2
LNU04000000,2001,M05,2001 May,4.1
LNU04000000,2001,M06,2001 June,4.7
LNU04000000,2001,M07,2001 July,4.7
LNU04000000,2001,M08,2001 August,4.9
LNU04000000,2001,M09,2001 September,4.7
LNU04000000,2001,M10,2001 October,5
LNU04000000,2001,M11,2001 November,5.3
LNU04000000,2001,M12,2001 December,5.4
LNU04000000,2002,M01,2002 January,6.3
LNU04000000,2002,M02,2002 February,6.1
LNU04000000,2002,M03,2002 March,6.1
LNU04000000,2002,M04,2002 April,5.7
LNU04000000,2002,M05,2002 May,5.5
LNU04000000,2002,M06,2002 June,6
LNU04000000,2002,M07,2002 July,5.9
LNU04000000,2002,M08,2002 August,5.7
LNU04000000,2002,M09,2002 September,5.4
LNU04000000,2002,M10,2002 October,5.3
LNU04000000,2002,M11,2002 November,5.6
LNU04000000,2002,M12,2002 December,5.7
LNU04000000,2003,M01,2003 January,6.5
LNU04000000,2003,M02,2003 February,6.4
LNU04000000,2003,M03,2003 March,6.2
LNU04000000,2003,M04,2003 April,5.8
LNU04000000,2003,M05,2003 May,5.8
LNU04000000,2003,M06,2003 June,6.5
LNU04000000,2003,M07,2003 July,6.3
LNU04000000,2003,M08,2003 August,6
LNU04000000,2003,M09,2003 September,5.8
LNU04000000,2003,M10,2003 October,5.6
LNU04000000,2003,M11,2003 November,5.6
LNU04000000,2003,M12,2003 December,5.4
LNU04000000,2004,M01,2004 January,6.3
LNU04000000,2004,M02,2004 February,6
LNU04000000,2004,M03,2004 March,6
LNU04000000,2004,M04,2004 April,5.4
LNU04000000,2004,M05,2004 May,5.3
LNU04000000,2004,M06,2004 June,5.8
LNU04000000,2004,M07,2004 July,5.7
LNU04000000,2004,M08,2004 August,5.4
LNU04000000,2004,M09,2004 September,5.1
LNU04000000,2004,M10,2004 October,5.1
LNU04000000,2004,M11,2004 November,5.2
LNU04000000,2004,M12,2004 December,5.1
LNU04000000,2005,M01,2005 January,5.7
LNU04000000,2005,M02,2005 February,5.8
LNU04000000,2005,M03,2005 March,5.4
LNU04000000,2005,M04,2005 April,4.9
LNU04000000,2005,M05,2005 May,4.9
LNU04000000,2005,M06,2005 June,5.2
LNU04000000,2005,M07,2005 July,5.2
LNU04000000,2005,M08,2005 August,4.9
LNU04000000,2005,M09,2005 September,4.8
LNU04000000,2005,M10,2005 October,4.6
LNU04000000,2005,M11,2005 November,4.8
LNU04000000,2005,M12,2005 December,4.6
LNU04000000,2006,M01,2006 January,5.1
LNU04000000,2006,M02,2006 February,5.1
LNU04000000,2006,M03,2006 March,4.8
LNU04000000,2006,M04,2006 April,4.5
LNU04000000,2006,M05,2006 May,4.4
LNU04000000,2006,M06,2006 June,4.8
LNU04000000,2006,M07,2006 July,5
LNU04000000,2006,M08,2006 August,4.6
LNU04000000,2006,M09,2006 September,4.4
LNU04000000,2006,M10,2006 October,4.1
LNU04000000,2006,M11,2006 November,4.3
LNU04000000,2006,M12,2006 December,4.3
LNU04000000,2007,M01,2007 January,5
LNU04000000,2007,M02,2007 February,4.9
LNU04000000,2007,M03,2007 March,4.5
LNU04000000,2007,M04,2007 April,4.3
LNU04000000,2007,M05,2007 May,4.3
LNU04000000,2007,M06,2007 June,4.7
LNU04000000,2007,M07,2007 July,4.9
LNU04000000,2007,M08,2007 August,4.6
LNU04000000,2007,M09,2007 September,4.5
LNU04000000,2007,M10,2007 October,4.4
LNU04000000,2007,M11,2007 November,4.5
LNU04000000,2007,M12,2007 December,4.8
LNU04000000,2008,M01,2008 January,5.4
LNU04000000,2008,M02,2008 February,5.2
LNU04000000,2008,M03,2008 March,5.2
LNU04000000,2008,M04,2008 April,4.8
LNU04000000,2008,M05,2008 May,5.2
LNU04000000,2008,M06,2008 June,5.7
LNU04000000,2008,M07,2008 July,6
LNU04000000,2008,M08,2008 August,6.1
LNU04000000,2008,M09,2008 September,6
LNU04000000,2008,M10,2008 October,6.1
LNU04000000,2008,M11,2008 November,6.5
LNU04000000,2008,M12,2008 December,7.1
LNU04000000,2009,M01,2009 January,8.5
LNU04000000,2009,M02,2009 February,8.9
LNU04000000,2009,M03,2009 March,9
LNU04000000,2009,M04,2009 April,8.6
LNU04000000,2009,M05,2009 May,9.1
LNU04000000,2009,M06,2009 June,9.7
LNU04000000,2009,M07,2009 July,9.7
LNU04000000,2009,M08,2009 August,9.6
LNU04000000,2009,M09,2009 September,9.5
LNU04000000,2009,M10,2009 October,9.5
LNU04000000,2009,M11,2009 November,9.4
LNU04000000,2009,M12,2009 December,9.7
LNU04000000,2010,M01,2010 January,10.6
LNU04000000,2010,M02,2010 February,10.4
LNU04000000,2010,M03,2010 March,10.2
LNU04000000,2010,M04,2010 April,9.5
LNU04000000,2010,M05,2010 May,9.3
LNU04000000,2010,M06,2010 June,9.6
LNU04000000,2010,M07,2010 July,9.7
LNU04000000,2010,M08,2010 August,9.5
LNU04000000,2010,M09,2010 September,9.2
LNU04000000,2010,M10,2010 October,9
LNU04000000,2010,M11,2010 November,9.3
LNU04000000,2010,M12,2010 December,9.1
LNU04000000,2011,M01,2011 January,9.8
LNU04000000,2011,M02,2011 February,9.5
LNU04000000,2011,M03,2011 March,9.2
LNU04000000,2011,M04,2011 April,8.7
LNU04000000,2011,M05,2011 May,8.7
LNU04000000,2011,M06,2011 June,9.3
LNU04000000,2011,M07,2011 July,9.3
LNU04000000,2011,M08,2011 August,9.1
LNU04000000,2011,M09,2011 September,8.8
LNU04000000,2011,M10,2011 October,8.5
LNU04000000,2011,M11,2011 November,8.2
LNU04000000,2011,M12,2011 December,8.3
LNU04000000,2012,M01,2012 January,8.8
LNU04000000,2012,M02,2012 February,8.7
LNU04000000,2012,M03,2012 March,8.4
LNU04000000,2012,M04,2012 April,7.7
LNU04000000,2012,M05,2012 May,7.9
LNU04000000,2012,M06,2012 June,8.4
LNU04000000,2012,M07,2012 July,8.6
LNU04000000,2012,M08,2012 August,8.2
LNU04000000,2012,M09,2012 September,7.6
LNU04000000,2012,M10,2012 October,7.5
LNU04000000,2012,M11,2012 November,7.4
LNU04000000,2012,M12,2012 December,7.6
LNU04000000,2013,M01,2013 January,8.5
LNU04000000,2013,M02,2013 February,8.1
LNU04000000,2013,M03,2013 March,7.6
LNU04000000,2013,M04,2013 April,7.1
LNU04000000,2013,M05,2013 May,7.3
LNU04000000,2013,M06,2013 June,7.8
LNU04000000,2013,M07,2013 July,7.7
LNU04000000,2013,M08,2013 August,7.3
LNU04000000,2013,M09,2013 September,7
LNU04000000,2013,M10,2013 October,7
LNU04000000,2013,M11,2013 November,6.6
LNU04000000,2013,M12,2013 December,6.5
LNU04000000,2014,M01,2014 January,7
LNU04000000,2014,M02,2014 February,7
LNU04000000,2014,M03,2014 March,6.8
LNU04000000,2014,M04,2014 April,5.9
LNU04000000,2014,M05,2014 May,6.1
LNU04000000,2014,M06,2014 June,6.3
LNU04000000,2014,M07,2014 July,6.5
LNU04000000,2014,M08,2014 August,6.3
LNU04000000,2014,M09,2014 September,5.7
LNU04000000,2014,M10,2014 October,5.5
LNU04000000,2014,M11,2014 November,5.5
LNU04000000,2014,M12,2014 December,5.4
LNU04000000,2015,M01,2015 January,6.1
LNU04000000,2015,M02,2015 February,5.8
LNU04000000,2015,M03,2015 March,5.6
LNU04000000,2015,M04,2015 April,5.1
LNU04000000,2015,M05,2015 May,5.3
LNU04000000,2015,M06,2015 June,5.5
LNU04000000,2015,M07,2015 July,5.6
LNU04000000,2015,M08,2015 August,5.2
LNU04000000,2015,M09,2015 September,4.9
LNU04000000,2015,M10,2015 October,4.8
LNU04000000,2015,M11,2015 November,4.8
LNU04000000,2015,M12,2015 December,4.8
LNU04000000,2016,M01,2016 January,5.3
LNU04000000,2016,M02,2016 February,5.2
LNU04000000,2016,M03,2016 March,5.1
LNU04000000,2016,M04,2016 April,4.7
LNU04000000,2016,M05,2016 May,4.5
LNU04000000,2016,M06,2016 June,5.1
LNU04000000,2016,M07,2016 July,5.1
LNU04000000,2016,M08,2016 August,5
LNU04000000,2016,M09,2016 September,4.8
LNU04000000,2016,M10,2016 October,4.7
LNU04000000,2016,M11,2016 November,4.4
LNU04000000,2016,M12,2016 December,4.5
LNU04000000,2017,M01,2017 January,5.1
LNU04000000,2017,M02,2017 February,4.9
LNU04000000,2017,M03,2017 March,4.6
LNU04000000,2017,M04,2017 April,4.1
LNU04000000,2017,M05,2017 May,4.1
LNU04000000,2017,M06,2017 June,4.5
LNU04000000,2017,M07,2017 July,4.6
LNU04000000,2017,M08,2017 August,4.5
LNU04000000,2017,M09,2017 September,4.1
LNU04000000,2017,M10,2017 October,3.9
LNU04000000,2017,M11,2017 November,3.9
LNU04000000,2017,M12,2017 December,3.9
LNU04000000,2018,M01,2018 January,4.5
LNU04000000,2018,M02,2018 February,4.4
LNU04000000,2018,M03,2018 March,4.1
LNU04000000,2018,M04,2018 April,3.7
LNU04000000,2018,M05,2018 May,3.6
LNU04000000,2018,M06,2018 June,4.2
LNU04000000,2018,M07,2018 July,4.1
LNU04000000,2018,M08,2018 August,3.9
LNU04000000,2018,M09,2018 September,3.6
LNU04000000,2018,M10,2018 October,3.5
LNU04000000,2018,M11,2018 November,3.5
LNU04000000,2018,M12,2018 December,3.7
LNU04000000,2019,M01,2019 January,4.4
LNU04000000,2019,M02,2019 February,4.1
LNU04000000,2019,M03,2019 March,3.9
LNU04000000,2019,M04,2019 April,3.3
LNU04000000,2019,M05,2019 May,3.4
LNU04000000,2019,M06,2019 June,3.8
LNU04000000,2019,M07,2019 July,4
LNU04000000,2019,M08,2019 August,3.8
LNU04000000,2019,M09,2019 September,3.3
LNU04000000,2019,M10,2019 October,3.3
LNU04000000,2019,M11,2019 November,3.3
LNU04000000,2019,M12,2019 December,3.4
LNU04000000,2020,M01,2020 January,4
LNU04000000,2020,M02,2020 February,3.8
LNU04000000,2020,M03,2020 March,4.5
LNU04000000,2020,M04,2020 April,14.4
LNU04000000,2020,M05,2020 May,13
LNU04000000,2020,M06,2020 June,11.2
LNU04000000,2020,M07,2020 July,10.5
LNU04000000,2020,M08,2020 August,8.5
LNU04000000,2020,M09,2020 September,7.7
LNU04000000,2020,M10,2020 October,6.6
LNU04000000,2020,M11,2020 November,6.4
LNU04000000,2020,M12,2020 December,6.5
LNU04000000,2021,M01,2021 January,6.8
LNU04000000,2021,M02,2021 February,6.6
LNU04000000,2021,M03,2021 March,6.2
LNU04000000,2021,M04,2021 April,5.7
LNU04000000,2021,M05,2021 May,5.5
LNU04000000,2021,M06,2021 June,6.1
LNU04000000,2021,M07,2021 July,5.7
LNU04000000,2021,M08,2021 August,5.3
LNU04000000,2021,M09,2021 September,4.6
LNU04000000,2021,M10,2021 October,4.3
LNU04000000,2021,M11,2021 November,3.9
LNU04000000,2021,M12,2021 December,3.7
LNU04000000,2022,M01,2022 January,4.4
LNU04000000,2022,M02,2022 February,4.1
LNU04000000,2022,M03,2022 March,3.8
LNU04000000,2022,M04,2022 April,3.3
LNU04000000,2022,M05,2022 May,3.4
LNU04000000,2022,M06,2022 June,3.8
LNU04000000,2022,M07,2022 July,3.8
LNU04000000,2022,M08,2022 August,3.8
LNU04000000,2022,M09,2022 September,3.3
LNU04000000,2022,M10,2022 October,3.4
LNU04000000,2022,M11,2022 November,3.4
LNU04000000,2022,M12,2022 December,3.3
LNU04000000,2023,M01,2023 January,3.9
LNU04000000,2023,M02,2023 February,3.9
LNU04000000,2023,M03,2023 March,3.6
LNU04000000,2023,M04,2023 April,3.1
LNU04000000,2023,M05,2023 May,3.4
LNU04000000,2023,M06,2023 June,3.8
LNU04000000,2023,M07,2023 July,3.8
LNU04000000,2023,M08,2023 August,3.9
LNU04000000,2023,M09,2023 September,3.6
LNU04000000,2023,M10,2023 October,3.6
LNU04000000,2023,M11,2023 November,3.5
LNU04000000,2023,M12,2023 December,3.5
LNU04000000,2024,M01,2024 January,4.1
LNU04000000,2024,M02,2024 February,4.2
LNU04000000,2024,M03,2024 March,3.9
